tanaman,ketinggian,hujan,temperatur
kentang,2451,2756,16
bayam,1877,1051,29
jambu air,457,2761,22
stroberi,1064,659,18
kentang,2749,2706,22
kentang,1323,3469,24
cabai,907,1844,20
kentang,1425,2412,13
cabai,1014,975,24
stroberi,1444,604,18
cabai,718,1557,24
kentang,499,2410,16
stroberi,1148,658,19
jambu air,427,1006,22
kentang,1911,3238,17
bayam,357,1735,24
stroberi,1292,635,18
cabai,261,1828,27
bayam,946,1817,21
cabai,97,1017,26
jambu air,140,2770,22
kentang,1051,2485,19
stroberi,1007,661,19
stroberi,1103,612,17
kentang,1006,3540,22
bayam,689,1693,28
jambu air,464,2440,23
cabai,544,1411,23
jambu air,42,2887,17
cabai,1181,1964,30
stroberi,1206,650,20
bayam,193,1904,21
kentang,653,2486,14
kentang,1298,3364,17
kentang,1372,2955,15
kentang,2722,3198,21
jambu air,248,1008,20
stroberi,1484,648,20
cabai,1170,1714,27
jambu air,480,2796,28
bayam,1849,1364,23
stroberi,1020,660,19
jambu air,78,2281,13
kentang,2010,2552,13
jambu air,243,824,18
jambu air,122,2201,26
stroberi,1211,674,18
kentang,2029,2581,24
stroberi,1275,689,17
kentang,384,2631,21
cabai,1356,1710,30
cabai,453,1926,22
cabai,755,994,28
stroberi,1196,697,17
jambu air,379,1397,12
kentang,1922,2920,22
jambu air,131,2636,15
bayam,1794,1767,22
jambu air,475,1878,20
cabai,1284,1993,20
jambu air,117,1426,26
cabai,1332,1441,18
bayam,202,1210,21
kentang,367,3519,19
jambu air,203,2337,11
stroberi,1425,665,20
jambu air,359,2721,13
stroberi,1253,621,20
kentang,2395,2937,22
stroberi,1011,683,20
stroberi,1244,658,17
bayam,1952,1831,23
cabai,564,804,27
jambu air,345,1588,24
cabai,520,1232,24
stroberi,1372,664,17
bayam,321,1334,26
stroberi,1151,649,17
kentang,927,3420,24
cabai,213,1601,27
bayam,342,1391,23
jambu air,80,1503,23
kentang,626,3043,24
bayam,1818,1586,21
bayam,583,1704,23
bayam,1192,1191,28
bayam,1681,1339,20
kentang,1944,2610,17
bayam,94,1611,28
cabai,493,894,29
stroberi,1377,682,17
cabai,695,1617,29
jambu air,446,552,28
kentang,2321,3273,14
cabai,620,1265,27
jambu air,49,2773,22
stroberi,1158,662,20
jambu air,287,1606,14
stroberi,1277,613,20
cabai,371,1538,29
cabai,768,1951,22
kentang,567,2470,14
stroberi,1071,610,20
stroberi,1071,668,19
stroberi,1262,697,18
stroberi,1421,603,20
bayam,743,1574,23
jambu air,423,760,15
jambu air,285,1027,15
stroberi,1468,640,18
kentang,1767,2425,13
kentang,1310,3383,18
jambu air,210,1969,13
jambu air,239,1087,21
jambu air,107,1182,15
jambu air,424,642,22
jambu air,387,670,27
bayam,1105,1338,20
cabai,199,814,22
stroberi,1391,656,17
kentang,1785,2874,24
stroberi,1229,671,18
bayam,521,1115,28
jambu air,178,1404,23
cabai,752,1343,20
kentang,2907,3386,18
cabai,712,1374,18
cabai,197,1035,30
jambu air,388,2603,23
cabai,1289,1269,23
jambu air,53,2816,23
cabai,347,1251,26
jambu air,478,986,14
bayam,310,1925,29
kentang,2702,3533,22
cabai,1095,1104,25
kentang,1457,3268,17
jambu air,101,2132,27
kentang,2805,3515,22
cabai,19,1364,28
bayam,1800,1799,25
bayam,813,1511,26
cabai,41,1072,20
kentang,302,2887,14
stroberi,1176,656,20
kentang,1607,2791,21
jambu air,476,1282,22
bayam,1095,1977,23
bayam,1058,1080,25
cabai,202,1526,28
kentang,1550,3291,24
stroberi,1060,677,17
cabai,221,1107,27
kentang,455,2561,18
jambu air,279,2996,17
cabai,552,1678,18
stroberi,1490,616,17
jambu air,448,612,21
kentang,1978,3072,20
cabai,64,1887,18
jambu air,75,960,10
stroberi,1122,610,20
jambu air,374,2506,12
stroberi,1441,661,20
cabai,1029,1224,18
cabai,1142,1969,30
bayam,1740,1245,26
kentang,2029,2619,14
bayam,1092,1672,20
jambu air,294,2521,16
jambu air,215,2801,21
cabai,181,1536,27
jambu air,498,1015,26
stroberi,1421,695,18
bayam,170,1694,30
kentang,2877,3090,21
stroberi,1401,633,20
jambu air,473,2135,28
jambu air,181,1090,13
kentang,1719,3340,16
bayam,1742,1018,22
stroberi,1341,615,17
kentang,1542,2673,16
bayam,1582,1068,25
kentang,2180,2764,13
kentang,455,2573,22
bayam,862,1991,21
stroberi,1499,651,19
stroberi,1107,645,19
kentang,2902,3380,19
kentang,2688,2421,18
cabai,1087,1422,19
jambu air,496,504,13
kentang,344,2732,21
stroberi,1481,659,20
kentang,2661,2566,13
jambu air,14,1998,21
bayam,296,1049,21
kentang,2961,3100,13
stroberi,1409,670,20
stroberi,1489,687,17
jambu air,449,1001,22
kentang,1147,2408,20
cabai,284,1170,27
cabai,530,1115,25
jambu air,321,1681,11
bayam,152,1545,24
stroberi,1393,627,19
bayam,750,1962,26
kentang,640,2625,13
kentang,2566,2889,24
cabai,481,1001,25
kentang,2856,2692,20
cabai,1365,1648,22
jambu air,27,1498,22
cabai,976,816,27
jambu air,433,1547,16
bayam,292,1522,21
kentang,2568,3179,24
kentang,2500,2590,15
stroberi,1146,601,19
jambu air,8,2433,14
cabai,227,1886,29
bayam,1839,1086,27
kentang,500,3271,18
bayam,1540,1007,25
kentang,2852,3600,23
cabai,1158,1259,29
stroberi,1257,680,20
bayam,112,1344,27
stroberi,1117,652,18
cabai,1309,901,23
stroberi,1158,698,19
bayam,1440,1205,25
stroberi,1330,602,18
stroberi,1162,696,17
jambu air,278,2288,27
kentang,998,2549,13
stroberi,1214,680,19
bayam,1946,1274,23
jambu air,420,2587,17
cabai,388,1827,22
jambu air,314,1376,24
stroberi,1074,685,19
stroberi,1175,664,19
bayam,770,1148,29
kentang,2016,3232,13
stroberi,1469,614,18
jambu air,438,2773,12
kentang,757,3357,15
jambu air,155,2840,21
bayam,1528,1024,21
stroberi,1133,607,20
stroberi,1378,685,19
cabai,644,885,29
cabai,19,926,24
stroberi,1030,665,20
bayam,570,1376,22
bayam,774,1870,28
kentang,1011,2588,17
bayam,1969,1089,22
kentang,1166,2547,15
stroberi,1250,680,17
stroberi,1097,618,19
kentang,408,3309,15
cabai,409,1553,19
kentang,2009,2430,24
cabai,205,869,21
cabai,1171,1019,24
jambu air,393,1583,15
kentang,926,3014,15
bayam,1871,1308,23
bayam,1528,1403,26
cabai,1145,1254,25
bayam,1230,1343,28
cabai,220,1455,22
bayam,825,1946,23
kentang,2067,2887,18
kentang,2121,2676,14
stroberi,1227,657,20
cabai,969,1879,22
bayam,1661,1343,30
jambu air,63,1042,20
bayam,808,1881,29
cabai,141,1840,30
kentang,2710,2428,23
cabai,1030,1598,20
bayam,381,1171,22
cabai,1110,1258,26
kentang,686,3350,16
cabai,297,1945,30
stroberi,1060,615,18
bayam,618,1067,24
bayam,606,1505,27
jambu air,30,1591,18
stroberi,1179,700,19
kentang,1282,2526,24
jambu air,333,1110,17
kentang,1238,2756,24
kentang,1894,3349,21
jambu air,211,2833,19
kentang,1398,3054,20
jambu air,361,1854,27
cabai,437,1676,28
jambu air,240,1005,21
bayam,1538,1919,30
cabai,429,1260,27
stroberi,1425,622,20
stroberi,1492,661,19
stroberi,1336,652,20
stroberi,1485,688,17
jambu air,481,2457,27
kentang,1068,3547,22
kentang,817,2458,16
stroberi,1426,606,20
cabai,849,1235,19
kentang,1407,2469,23
kentang,2098,2459,13
cabai,1165,1278,22
kentang,1251,2566,20
jambu air,452,1249,19
kentang,1941,2965,18
kentang,2739,3269,24
cabai,1212,1136,19
stroberi,1242,689,17
cabai,770,1888,26
kentang,641,2681,22
jambu air,471,2719,22
stroberi,1136,619,18
kentang,1179,3579,24
kentang,1379,3559,24
bayam,196,1587,24
kentang,2865,2807,24
kentang,2030,2598,13
kentang,327,2597,22
jambu air,494,854,27
jambu air,308,2762,17
jambu air,74,887,14
cabai,1095,1887,26
stroberi,1154,648,18
stroberi,1262,634,17
bayam,1094,1112,28
jambu air,410,1799,11
jambu air,244,2801,27
kentang,307,2734,18
bayam,876,1851,30
kentang,2945,2923,17
bayam,1933,1491,30
kentang,1590,2884,15
jambu air,220,1981,24
jambu air,354,2530,11
cabai,950,918,28
bayam,919,1254,26
kentang,533,3417,21
kentang,671,2874,15
kentang,1575,2773,18
kentang,1969,2840,18
bayam,1870,1179,24
stroberi,1056,647,17
kentang,2658,2922,24
bayam,1008,1720,26
kentang,2463,3585,20
bayam,1840,1237,24
stroberi,1461,647,20
jambu air,113,1492,12
kentang,686,2886,14
kentang,2802,2666,21
kentang,1753,3392,15
stroberi,1401,614,18
bayam,1855,1446,30
cabai,1256,1764,29
stroberi,1234,634,18
cabai,920,1046,22
stroberi,1483,666,19
jambu air,42,1651,27
cabai,767,1348,18
kentang,2899,2466,22
cabai,1064,1190,30
cabai,1128,851,28
kentang,1173,2866,14
bayam,691,1057,28
stroberi,1373,618,18
bayam,627,1119,27
stroberi,1120,655,20
stroberi,1144,609,19
kentang,1629,3095,20
cabai,278,949,25
bayam,915,1634,29
jambu air,302,1231,14
jambu air,14,1500,16
kentang,419,3528,23
stroberi,1079,671,17
bayam,861,1759,29
cabai,411,920,23
bayam,367,2000,25
bayam,256,1501,25
cabai,1107,1546,25
kentang,1744,2677,23
kentang,1476,2704,13
stroberi,1079,697,17
jambu air,115,1733,13
kentang,1728,2768,16
bayam,1781,1146,21
jambu air,222,2083,26
kentang,932,3228,14
kentang,2108,3540,19
stroberi,1275,623,17
cabai,228,965,28
cabai,436,869,28
bayam,1037,1443,26
bayam,1329,1902,22
bayam,124,1943,26
cabai,1225,1117,26
kentang,426,2647,19
cabai,1183,1218,24
stroberi,1012,688,20
kentang,2880,3382,21
cabai,469,877,30
kentang,989,2763,21
stroberi,1205,641,20
kentang,2340,2537,21
kentang,1753,3203,22
stroberi,1101,622,17
bayam,1468,1775,22
cabai,1027,1565,19
stroberi,1271,672,19
cabai,59,1495,21
bayam,1293,1517,27
kentang,912,3355,19
stroberi,1466,658,17
cabai,92,1957,23
kentang,2221,3300,18
cabai,386,1451,23
kentang,1510,2581,17
cabai,148,1243,27
stroberi,1043,625,20
kentang,1921,3538,20
kentang,2031,2441,13
kentang,1840,3179,22
stroberi,1466,683,19
bayam,808,1525,20
kentang,1684,3430,16
stroberi,1185,652,20
jambu air,291,1590,12
stroberi,1027,688,17
bayam,1524,1522,27
bayam,1952,1307,22
stroberi,1074,651,18
stroberi,1089,657,17
kentang,474,3150,23
bayam,1234,1600,26
cabai,200,960,25
kentang,1445,2921,15
bayam,930,1844,29
jambu air,119,1613,15
kentang,642,2843,19
jambu air,55,1870,20
bayam,1618,1053,25
cabai,27,1432,19
bayam,505,1916,24
cabai,644,1834,19
cabai,585,1894,30
bayam,591,1799,22
jambu air,148,626,16
kentang,1878,3169,18
bayam,1157,1294,25
bayam,1674,1860,20
bayam,59,1957,23
cabai,937,1398,24
jambu air,300,649,25
cabai,42,1167,20
stroberi,1322,678,19
cabai,751,1498,29
kentang,2438,2597,18
jambu air,423,1222,17
bayam,343,1792,25
stroberi,1102,695,18
stroberi,1495,602,20
stroberi,1035,680,17
bayam,1506,1010,20
stroberi,1188,630,20
stroberi,1260,616,18
bayam,517,1000,24
jambu air,465,2227,20
jambu air,285,1198,11
kentang,1776,2988,17
kentang,2169,2567,21
cabai,735,993,20
bayam,205,1718,26
bayam,425,1652,20
jambu air,281,2053,17
jambu air,406,2492,28
stroberi,1412,684,18
stroberi,1021,640,20
cabai,942,1246,25
kentang,2640,2681,21
cabai,1394,1501,22
stroberi,1085,624,17
kentang,2292,2496,18
cabai,1200,1792,24
jambu air,34,2038,24
jambu air,48,2551,24
cabai,232,1966,22
stroberi,1025,680,17
stroberi,1491,611,17
cabai,636,847,21
cabai,1384,1083,21
kentang,598,2722,18
jambu air,156,1981,14
jambu air,237,2010,20
stroberi,1015,688,17
jambu air,244,735,12
kentang,1126,3195,14
stroberi,1464,686,19
jambu air,435,891,13
kentang,2720,2953,22
bayam,874,1580,29
bayam,1913,1629,21
kentang,869,3413,15
kentang,1095,2790,15
jambu air,486,892,16
kentang,2206,3537,17
jambu air,76,573,16
bayam,1189,1973,23
cabai,1347,962,23
bayam,636,1894,25
bayam,1610,1180,30
jambu air,56,1635,17
jambu air,219,2215,27
jambu air,21,1041,24
stroberi,1122,618,17
bayam,1076,1795,28
kentang,1000,2910,16
jambu air,103,2122,28
bayam,1703,1873,30
kentang,2906,2600,19
kentang,1793,3185,20
cabai,1195,1024,22
cabai,95,1451,25
cabai,1364,1391,19
cabai,1258,1539,25
cabai,182,1134,28
jambu air,368,2810,27
stroberi,1124,655,17
jambu air,15,1605,14
jambu air,409,1332,24
kentang,1550,3488,24
kentang,2263,3215,18
bayam,1597,1782,28
stroberi,1284,684,17
stroberi,1466,628,18
stroberi,1459,622,17
cabai,1009,1416,22
bayam,1632,1030,30
kentang,2482,3472,20
cabai,529,988,30
cabai,1098,1360,23
stroberi,1054,696,20
stroberi,1262,680,20
bayam,1674,1401,27
jambu air,335,2979,27
kentang,431,3301,19
cabai,45,1083,18
bayam,1244,1283,30
jambu air,290,2811,24
cabai,767,1028,30
cabai,1397,1558,22
cabai,31,1596,23
cabai,490,1519,27
jambu air,457,2738,15
cabai,1398,1492,19
kentang,2038,2504,21
kentang,419,3243,21
stroberi,1065,686,19
stroberi,1368,689,18
kentang,1530,2714,17
kentang,445,3124,22
stroberi,1318,649,17
kentang,559,2696,24
kentang,1254,2837,19
bayam,1907,1443,20
stroberi,1214,690,20
kentang,2909,3551,17
kentang,2119,3019,22
kentang,2162,3596,16
kentang,373,3509,14
bayam,1797,1092,28
jambu air,36,760,19
stroberi,1330,651,18
kentang,2018,2435,24
bayam,1165,1454,24
jambu air,142,1394,27
bayam,396,1236,20
jambu air,160,797,16
kentang,663,2621,15
cabai,1077,1463,23
jambu air,376,2984,27
kentang,1916,3193,17
kentang,2106,3095,14
cabai,1133,1913,23
stroberi,1447,617,17
stroberi,1111,669,18
stroberi,1332,607,19
cabai,168,1093,26
stroberi,1492,667,19
cabai,225,960,19
bayam,836,1678,22
bayam,1438,1546,29
kentang,2753,3255,22
kentang,2682,2709,15
jambu air,475,2578,12
cabai,361,1300,26
jambu air,319,1769,19
kentang,1868,3472,18
kentang,2336,2899,19
kentang,404,2459,19
stroberi,1343,640,18
jambu air,335,2969,27
cabai,287,1494,28
kentang,1040,3267,14
cabai,836,1173,30
kentang,1359,2785,21
kentang,2973,3286,23
kentang,2414,2690,18
cabai,854,1052,19
stroberi,1293,647,20
cabai,924,1608,27
cabai,210,1138,29
stroberi,1027,635,17
kentang,1425,3004,14
jambu air,432,1412,13
jambu air,75,1966,19
stroberi,1250,678,18
stroberi,1236,654,17
stroberi,1197,630,20
jambu air,63,2375,27
bayam,1705,1254,23
kentang,916,3140,20
jambu air,119,2343,22
stroberi,1016,693,18
stroberi,1316,686,17
bayam,911,1386,28
stroberi,1012,683,17
jambu air,231,2213,13
cabai,408,1331,24
bayam,1939,1885,22
stroberi,1467,671,17
bayam,1076,1825,22
kentang,1267,2473,16
jambu air,334,2198,11
cabai,1152,1247,22
stroberi,1035,650,18
jambu air,282,811,19
kentang,1123,3568,16
bayam,865,1149,20
cabai,513,1675,25
jambu air,210,2172,17
bayam,304,1938,27
jambu air,113,1384,26
kentang,2805,3523,20
cabai,847,2000,18
stroberi,1280,682,18
bayam,525,1130,21
jambu air,344,856,23
bayam,1396,1269,29
cabai,1150,1605,25
kentang,1698,2433,14
bayam,1663,1574,24
stroberi,1479,680,20
cabai,841,1401,28
cabai,66,1490,26
stroberi,1115,699,18
jambu air,456,1237,14
jambu air,326,1207,19
stroberi,1033,632,18
kentang,1082,3062,22
cabai,504,1989,26
cabai,45,1273,19
bayam,479,1120,24
kentang,786,2710,20
jambu air,393,2354,13
jambu air,278,733,26
bayam,1235,1205,23
stroberi,1485,653,18
jambu air,292,2118,23
jambu air,188,1851,15
bayam,1228,1620,27
kentang,848,2797,13
bayam,186,1815,23
jambu air,173,2790,23
cabai,323,1251,29
cabai,71,1281,28
jambu air,414,1967,12
kentang,2979,3045,20
stroberi,1429,657,17
cabai,459,1551,25
cabai,961,1847,30
kentang,377,3344,20
jambu air,270,2226,19
jambu air,493,1190,26
bayam,1318,1870,22
bayam,1913,1404,30
bayam,326,1177,23
bayam,1348,1215,25
jambu air,281,753,20
bayam,130,1645,28
stroberi,1219,666,17
bayam,715,1800,22
stroberi,1376,691,18
cabai,1333,991,30
kentang,405,3496,15
kentang,2258,3442,17
cabai,375,1793,28
jambu air,256,1952,28
jambu air,456,2250,17
bayam,1872,1308,21
stroberi,1210,646,19
cabai,1015,1143,23
cabai,52,864,20
bayam,1175,1080,20
jambu air,239,1677,12
stroberi,1159,614,19
bayam,413,1409,20
bayam,1898,1678,27
jambu air,192,2280,19
cabai,878,1474,25
bayam,854,1218,23
bayam,925,1166,30
cabai,638,1249,22
jambu air,18,1818,17
cabai,360,903,26
stroberi,1240,625,18
jambu air,453,513,14
bayam,724,1046,28
bayam,385,1886,27
bayam,1539,1310,25
jambu air,258,782,26
kentang,1168,3181,21
cabai,1271,1244,22
kentang,2032,2697,23
stroberi,1048,617,18
kentang,1459,3244,22
jambu air,439,1807,25
jambu air,425,952,20
bayam,947,1722,24
bayam,1225,1390,22
bayam,706,1651,27
stroberi,1325,658,19
cabai,13,822,21
jambu air,313,1809,25
cabai,1166,1835,28
stroberi,1428,697,17
jambu air,43,1100,14
bayam,1777,1866,25
stroberi,1038,621,20
bayam,1564,1680,21
kentang,1289,3253,22
bayam,191,1512,27
bayam,1058,1225,25
jambu air,433,1679,17
kentang,2427,2912,18
stroberi,1196,681,18
jambu air,144,1204,20
cabai,794,1067,21
bayam,909,1501,21
cabai,1329,1415,20
kentang,2363,2500,21
kentang,2213,3426,18
stroberi,1405,661,20
cabai,1198,980,25
kentang,2975,2969,17
cabai,861,1748,25
jambu air,48,776,20
cabai,160,1298,26
kentang,2915,2829,15
cabai,1123,1675,21
cabai,252,1997,27
kentang,2757,3412,21
jambu air,380,2252,18
cabai,465,1226,18
cabai,470,1480,23
cabai,911,1121,23
stroberi,1391,680,17
cabai,347,1953,29
bayam,1762,1974,20
jambu air,40,777,23
bayam,674,1751,30
kentang,1675,2869,14
jambu air,104,1063,27
stroberi,1427,631,20
cabai,490,826,18
jambu air,295,505,26
jambu air,123,2796,12
bayam,1193,1429,28
bayam,777,1121,24
stroberi,1248,606,18
cabai,827,1257,22
kentang,2687,2756,20
bayam,185,1446,22
kentang,2154,2608,17
bayam,295,1045,24
bayam,1422,1369,27
kentang,1915,3051,17
cabai,295,1273,30
kentang,1575,3274,17
cabai,314,1616,28
bayam,989,1270,26
stroberi,1245,650,19
bayam,1373,1282,27
bayam,1769,1841,24
jambu air,458,990,27
kentang,922,2824,18
cabai,209,1523,23
cabai,942,1192,26
cabai,884,1853,25
stroberi,1321,673,17
bayam,37,1963,26
bayam,1450,1433,26
kentang,1230,3241,16
stroberi,1496,611,18
cabai,932,1019,23
jambu air,408,2478,12
bayam,1045,1057,30
jambu air,421,932,23
jambu air,261,973,10
bayam,1061,1453,23
kentang,514,2473,14
kentang,2128,3552,15
jambu air,485,587,19
jambu air,378,1256,25
jambu air,248,2482,21
bayam,1865,1297,29
stroberi,1406,667,20
jambu air,227,525,14
stroberi,1259,653,19
kentang,2873,3454,14
stroberi,1317,625,17
kentang,1063,3215,21
cabai,509,1160,29
jambu air,63,1162,18
bayam,1416,1233,21
jambu air,82,2386,14
stroberi,1439,614,17
bayam,347,1489,26
bayam,908,1389,23
kentang,569,3301,21
stroberi,1341,608,17
cabai,715,943,29
kentang,575,2674,22
jambu air,164,2533,10
cabai,1093,996,18
bayam,1997,1740,28
cabai,566,1800,26
cabai,904,1965,29
kentang,1463,3368,24
stroberi,1402,679,20
bayam,924,1673,24
stroberi,1363,683,18
stroberi,1134,636,19
cabai,870,1284,22
jambu air,24,2438,24
kentang,400,2633,19
cabai,250,1353,28
jambu air,276,1583,24
cabai,208,1695,30
bayam,636,1947,25
cabai,393,1928,28
jambu air,420,2303,13
kentang,2614,3180,14
stroberi,1139,607,20
stroberi,1100,605,19
jambu air,436,1876,13
bayam,1047,1381,29
bayam,1499,1668,29
cabai,255,1961,18
cabai,262,891,19
kentang,493,3149,14
jambu air,309,1645,23
cabai,959,1898,26
bayam,1598,1147,27
stroberi,1258,676,20
stroberi,1179,640,20
kentang,625,3221,24
bayam,915,1866,23
kentang,554,3124,21
kentang,438,2956,18
kentang,1742,2860,17
bayam,1153,1456,24
stroberi,1037,687,20
cabai,296,1241,20
stroberi,1474,620,19
jambu air,148,1690,22
jambu air,394,1067,27
jambu air,398,1378,20
jambu air,495,1863,25
stroberi,1335,655,19
cabai,1176,1668,18
bayam,774,1424,28
cabai,414,1736,21
cabai,1386,1784,29
stroberi,1468,605,18
kentang,2789,3528,21
cabai,735,808,26
kentang,2778,3074,15
kentang,1553,3267,15
cabai,825,1292,25
cabai,749,1853,28
cabai,454,838,18
jambu air,113,2606,22
bayam,142,1589,20
kentang,2499,2662,22
jambu air,70,1665,10
jambu air,399,522,23
jambu air,129,1139,14
jambu air,69,2298,23
jambu air,92,2826,22
cabai,611,960,25
bayam,1351,1201,30
jambu air,151,608,20
stroberi,1148,672,20
stroberi,1048,671,19
jambu air,240,1806,22
kentang,1077,3125,21
bayam,84,1384,30
kentang,2395,2548,13
bayam,414,1072,27
cabai,532,1758,20
bayam,1066,1561,30
stroberi,1187,642,17
cabai,144,1127,18
stroberi,1423,648,19
cabai,925,1685,21
stroberi,1450,697,17
stroberi,1099,693,18
cabai,445,1353,23
cabai,247,1827,19
jambu air,70,2112,10
cabai,556,1760,21
bayam,681,1349,23
cabai,499,1909,23
stroberi,1097,624,20
stroberi,1172,687,18
bayam,1084,1690,25
bayam,1631,1640,29
jambu air,135,1927,14
kentang,2414,3093,18
cabai,547,912,24
cabai,830,1296,22
kentang,2447,2721,16
kentang,2781,2656,15
jambu air,82,2143,13
stroberi,1454,616,17
cabai,537,1576,27
jambu air,25,666,12
kentang,2669,2891,18
stroberi,1339,674,17
stroberi,1092,624,20
stroberi,1327,615,17
bayam,592,1156,23
kentang,516,3501,22
jambu air,397,2255,21
jambu air,316,836,22
kentang,1641,2669,14
kentang,577,2546,24
cabai,101,1317,29
jambu air,466,2982,27
kentang,1574,2721,16
stroberi,1352,622,18
jambu air,253,1454,19
kentang,1178,2418,22
cabai,21,1684,24
bayam,1829,1326,25
jambu air,437,1111,15
kentang,730,3435,22
kentang,1991,2530,14
stroberi,1343,662,20
kentang,310,3395,13
stroberi,1072,617,20
jambu air,116,2007,20
jambu air,135,2599,21
cabai,74,1567,20
cabai,1156,1676,24
jambu air,162,2904,25
kentang,1100,3224,20
kentang,2756,2807,19
bayam,1511,1056,23
cabai,607,872,22
stroberi,1434,622,17
stroberi,1339,694,19
stroberi,1460,684,18
cabai,1026,1439,27
cabai,1199,1206,21
kentang,2972,2450,15
cabai,923,1695,26
kentang,2385,2578,21
stroberi,1145,612,20
bayam,1987,1937,22
jambu air,489,2840,11
stroberi,1336,627,20
jambu air,316,1697,10
stroberi,1451,630,19
bayam,1117,1788,30
cabai,842,1279,19
cabai,1391,1149,26
stroberi,1486,663,20
jambu air,455,1410,12
cabai,61,1294,24
stroberi,1114,611,20
jambu air,211,2184,16
kentang,1313,3565,20
cabai,212,1175,21
bayam,1398,1799,24
bayam,1606,1384,22
jambu air,189,2254,22
bayam,531,1850,27
stroberi,1339,684,17
bayam,860,1192,21
bayam,504,1588,27
bayam,388,1117,26
bayam,1374,1692,28
jambu air,45,2551,22
bayam,1385,1900,26
stroberi,1383,678,19
cabai,851,1918,24
stroberi,1087,699,18
cabai,1395,1525,24
cabai,883,1927,25
kentang,385,2447,19
jambu air,326,1073,28
stroberi,1130,618,19
stroberi,1396,625,20
bayam,525,1202,28
cabai,400,1732,30
stroberi,1169,620,17
cabai,1278,1608,20
jambu air,36,533,23
kentang,1321,2906,19
kentang,2803,3056,16
bayam,323,1421,30
kentang,1810,3419,18
bayam,988,1361,29
kentang,778,3490,19
kentang,1896,2910,19
kentang,1758,3363,21
stroberi,1306,627,18
jambu air,133,1122,23
stroberi,1276,658,17
bayam,656,1477,28
kentang,2612,3014,18
stroberi,1050,684,19
jambu air,220,2598,11
jambu air,303,685,27
kentang,1651,2688,23
kentang,2012,3142,24
