tanaman,ketinggian,hujan,temperatur
kentang,2727,3544,16
kentang,2504,2986,19
cabai,700,1286,27
cabai,188,1174,21
cabai,689,1066,21
stroberi,1280,682,18
kentang,349,3081,24
bayam,1851,1876,21
bayam,1105,1556,20
cabai,1294,857,25
kentang,1018,2536,19
kentang,2356,3222,21
jambu air,5,962,21
cabai,731,1594,20
bayam,598,1394,28
cabai,1285,894,26
cabai,247,951,27
bayam,106,1469,26
kentang,2401,2417,16
bayam,1775,1641,27
stroberi,1030,667,18
kentang,1526,2645,14
stroberi,1011,601,19
bayam,1656,1555,23
stroberi,1234,696,17
jambu air,476,1424,27
cabai,130,1602,29
cabai,16,1277,24
jambu air,160,2491,19
kentang,1921,3343,22
bayam,339,1249,30
stroberi,1269,657,20
jambu air,34,2844,16
kentang,2939,3014,18
jambu air,168,522,22
stroberi,1215,667,17
jambu air,226,2515,24
kentang,2880,3092,23
cabai,915,1846,21
cabai,1249,1752,26
stroberi,1317,611,18
stroberi,1023,662,17
stroberi,1497,686,20
jambu air,146,1064,24
cabai,1337,1513,20
jambu air,267,1972,23
kentang,1512,3128,13
kentang,1531,2488,13
cabai,1019,1854,30
jambu air,327,1310,19
jambu air,103,2889,23
cabai,528,913,30
kentang,1822,2835,15
bayam,1877,1490,21
kentang,2094,2428,14
bayam,398,1200,30
jambu air,263,1674,15
jambu air,28,2190,20
cabai,587,1234,24
jambu air,257,511,12
stroberi,1406,660,18
kentang,2711,3514,22
cabai,1251,1098,21
kentang,2071,3211,19
stroberi,1133,652,18
bayam,220,1762,20
cabai,353,1480,20
cabai,1394,1547,28
cabai,919,1921,26
kentang,2854,2984,21
cabai,811,1939,22
jambu air,347,598,15
bayam,563,1995,30
bayam,857,1039,25
kentang,1427,3560,19
jambu air,490,1570,12
kentang,2719,3287,16
cabai,972,1518,25
jambu air,163,2503,20
jambu air,6,2616,18
cabai,534,861,29
jambu air,476,2923,17
jambu air,92,2130,21
kentang,1721,2956,16
cabai,182,1634,26
stroberi,1024,624,20
kentang,1093,3224,24
cabai,1340,1206,22
bayam,143,1792,22
stroberi,1119,641,17
stroberi,1056,642,17
stroberi,1346,649,20
stroberi,1492,610,20
jambu air,395,1653,11
kentang,2040,3150,15
jambu air,152,1305,22
cabai,817,1941,24
cabai,427,1322,26
cabai,790,1329,25
jambu air,38,2311,26
stroberi,1446,624,19
bayam,658,1121,28
jambu air,494,1441,22
cabai,135,1620,18
cabai,811,1516,18
jambu air,228,1523,25
jambu air,409,2521,10
jambu air,198,1557,28
jambu air,155,2793,24
bayam,764,1156,30
kentang,2634,3390,21
kentang,692,3197,16
stroberi,1449,603,19
kentang,2886,2790,22
kentang,782,3055,18
bayam,1576,1583,23
stroberi,1360,605,20
cabai,735,1467,29
bayam,1981,1401,30
kentang,381,2600,14
cabai,257,1118,19
bayam,1367,1517,28
bayam,615,1926,22
bayam,1832,1959,24
cabai,1208,1794,20
kentang,2277,3595,23
cabai,544,1366,30
jambu air,252,2270,11
stroberi,1032,616,20
bayam,175,1904,22
stroberi,1039,613,19
kentang,2740,2806,20
stroberi,1257,682,19
jambu air,148,1640,14
bayam,1046,1345,21
jambu air,372,1374,16
kentang,659,3318,13
stroberi,1107,605,18
jambu air,57,2600,21
jambu air,457,2367,18
stroberi,1217,604,20
jambu air,470,2865,11
kentang,1560,2964,14
jambu air,432,1876,12
kentang,1763,3503,14
cabai,851,1854,20
bayam,542,1202,24
stroberi,1265,615,18
jambu air,164,1308,22
bayam,1734,1028,21
jambu air,51,619,12
stroberi,1120,615,19
cabai,1068,800,25
jambu air,406,1928,12
kentang,2111,2699,22
jambu air,221,2548,23
bayam,908,1008,21
kentang,2965,2945,19
cabai,154,876,20
cabai,341,1924,23
cabai,1317,1514,22
stroberi,1385,620,17
bayam,1191,1025,25
stroberi,1474,693,17
bayam,107,1185,24
cabai,1000,1807,26
bayam,399,1937,28
bayam,1109,1402,27
jambu air,426,2527,22
jambu air,58,854,27
jambu air,250,1964,13
kentang,744,2994,16
jambu air,132,503,28
kentang,2727,2437,20
cabai,1064,1067,20
bayam,69,1961,24
stroberi,1383,696,18
jambu air,389,2051,15
stroberi,1395,615,17
kentang,2629,2789,21
jambu air,399,700,12
stroberi,1349,628,18
jambu air,43,1474,10
bayam,628,1925,22
jambu air,328,527,27
kentang,1497,3320,13
stroberi,1451,677,18
bayam,1510,1323,27
kentang,2207,2699,23
kentang,1775,3290,22
kentang,2303,2514,23
bayam,1455,1729,30
bayam,1786,1751,29
bayam,21,1214,23
stroberi,1463,636,19
stroberi,1484,668,19
jambu air,431,2007,16
